h_a,xG,xGA,result,date,team_name,year
h,1.58487,1.18789,d,2020-11-08,Manchester City,2020
a,1.66325,0.761142,l,2020-11-21,Manchester City,2020
h,2.26129,0.419877,w,2020-11-28,Manchester City,2020
h,3.26328,0.287444,w,2020-12-05,Manchester City,2020
a,1.28434,0.591617,d,2020-12-12,Manchester City,2020
h,2.58593,0.210243,d,2020-12-15,Manchester City,2020
a,1.15599,0.586972,w,2020-12-19,Manchester City,2020
h,3.19575,0.200953,w,2020-12-26,Manchester City,2020
a,3.18063,0.691013,w,2021-01-03,Manchester City,2020
h,2.90855,0.177084,w,2021-01-13,Manchester City,2020
h,0.961088,0.0515836,w,2021-01-17,Manchester City,2020
h,3.34385,0.601768,w,2021-01-20,Manchester City,2020
a,2.24838,0.568258,w,2021-01-26,Manchester City,2020
h,1.53116,0.154537,w,2021-01-30,Manchester City,2020
a,2.12153,0.0489155,w,2021-02-03,Manchester City,2020
a,3.55196,1.17728,w,2021-02-07,Manchester City,2020
h,2.46219,0.4235,w,2021-02-13,Manchester City,2020
a,1.23218,1.04664,w,2021-02-17,Manchester City,2020
a,2.08868,0.331188,w,2021-02-21,Manchester City,2020
h,0.760574,1.92892,w,2021-02-27,Manchester City,2020
h,3.26196,0.318824,w,2021-03-02,Manchester City,2020
h,1.27561,2.11411,l,2021-03-07,Manchester City,2020
h,3.10503,1.60561,w,2021-03-10,Manchester City,2020
a,2.72578,0.449499,w,2021-03-13,Manchester City,2020
a,1.98438,0.284781,w,2021-04-03,Manchester City,2020
h,1.98825,0.17525,l,2021-04-10,Manchester City,2020
a,1.5634,0.801733,w,2021-04-21,Manchester City,2020
a,2.04443,0.361866,w,2021-05-01,Manchester City,2020
h,1.79168,0.619724,l,2021-05-08,Manchester City,2020
a,1.477,2.18312,w,2021-05-14,Manchester City,2020
a,1.07139,1.22824,l,2021-05-18,Manchester City,2020
h,2.88355,1.07258,w,2021-05-23,Manchester City,2020
h,1.09737,1.91456,l,2020-09-19,Manchester United,2020
a,1.57583,2.97659,w,2020-09-26,Manchester United,2020
h,0.873435,3.3017,l,2020-10-04,Manchester United,2020
a,2.21729,0.867496,w,2020-10-17,Manchester United,2020
h,0.648427,0.219906,d,2020-10-24,Manchester United,2020
h,0.394113,0.998072,l,2020-11-01,Manchester United,2020
a,1.59642,0.376464,w,2020-11-07,Manchester United,2020
h,2.42994,0.438646,w,2020-11-21,Manchester United,2020
a,2.47547,0.498783,w,2020-11-29,Manchester United,2020
a,1.78708,2.53006,w,2020-12-05,Manchester United,2020
h,0.591617,1.28434,d,2020-12-12,Manchester United,2020
a,1.78667,1.23525,w,2020-12-17,Manchester United,2020
h,4.77743,1.63467,w,2020-12-20,Manchester United,2020
a,2.08423,1.0396,d,2020-12-26,Manchester United,2020
h,1.48207,0.411046,w,2020-12-29,Manchester United,2020
h,2.46473,1.56434,w,2021-01-01,Manchester United,2020
a,1.23996,0.648582,w,2021-01-12,Manchester United,2020
a,1.18929,1.20205,d,2021-01-17,Manchester United,2020
a,1.68401,0.753669,w,2021-01-20,Manchester United,2020
h,0.9931,0.689548,l,2021-01-27,Manchester United,2020
a,1.51332,0.747166,d,2021-01-30,Manchester United,2020
h,5.0325,0.507893,w,2021-02-02,Manchester United,2020
h,1.71769,1.5571,d,2021-02-06,Manchester United,2020
a,0.423885,0.945964,d,2021-02-14,Manchester United,2020
h,1.7256,0.341778,w,2021-02-21,Manchester United,2020
a,0.35954,1.17294,d,2021-02-28,Manchester United,2020
a,0.584016,0.742397,d,2021-03-03,Manchester United,2020
a,2.11411,1.27561,w,2021-03-07,Manchester United,2020
h,1.70128,0.463737,w,2021-03-14,Manchester United,2020
h,1.73474,1.41071,w,2021-04-04,Manchester United,2020
a,2.09737,0.921801,w,2021-04-11,Manchester United,2020
h,2.87455,0.959804,w,2021-04-18,Manchester United,2020
a,1.11635,0.216834,d,2021-04-25,Manchester United,2020
a,1.88793,0.565472,w,2021-05-09,Manchester United,2020
h,0.212874,0.991522,l,2021-05-11,Manchester United,2020
h,1.71328,2.938,l,2021-05-13,Manchester United,2020
h,0.92243,0.872643,d,2021-05-18,Manchester United,2020
a,2.05229,0.701256,w,2021-05-23,Manchester United,2020
a,1.52404,0.987365,l,2020-09-20,Burnley,2020
h,0.347136,0.706632,l,2020-09-26,Burnley,2020
a,0.438849,1.95629,l,2020-10-03,Burnley,2020
a,1.08532,0.731692,d,2020-10-19,Burnley,2020
h,0.95045,0.797344,l,2020-10-26,Burnley,2020
h,0.407341,1.23077,l,2020-10-31,Burnley,2020
a,0.326933,1.59022,d,2020-11-06,Burnley,2020
h,1.75343,1.28331,w,2020-11-23,Burnley,2020
a,0.419877,2.26129,l,2020-11-28,Burnley,2020
h,0.730434,2.28139,d,2020-12-05,Burnley,2020
a,0.815375,1.85362,w,2020-12-13,Burnley,2020
a,0.316737,1.81142,d,2020-12-17,Burnley,2020
h,1.20465,1.45722,w,2020-12-21,Burnley,2020
a,1.54591,2.13271,l,2020-12-27,Burnley,2020
h,0.973831,0.492578,w,2020-12-29,Burnley,2020
h,0.648582,1.23996,l,2021-01-12,Burnley,2020
a,0.395668,1.73397,l,2021-01-16,Burnley,2020
a,1.08059,1.64907,w,2021-01-21,Burnley,2020
h,0.717681,2.70718,w,2021-01-27,Burnley,2020
a,0.390714,1.4405,l,2021-01-31,Burnley,2020
h,0.0489155,2.12153,l,2021-02-03,Burnley,2020
h,1.88934,0.612682,d,2021-02-06,Burnley,2020
a,1.95502,0.645616,w,2021-02-13,Burnley,2020
h,1.20642,0.594471,d,2021-02-17,Burnley,2020
h,0.535153,1.71922,d,2021-02-20,Burnley,2020
a,0.603212,2.35788,l,2021-02-28,Burnley,2020
h,1.26793,1.24109,d,2021-03-03,Burnley,2020
h,1.10374,2.53692,d,2021-03-06,Burnley,2020
a,0.74852,1.69849,w,2021-03-13,Burnley,2020
a,1.50285,2.40272,l,2021-04-04,Burnley,2020
h,1.84262,1.34279,l,2021-04-11,Burnley,2020
a,0.959804,2.87455,l,2021-04-18,Burnley,2020
a,2.24049,0.351673,w,2021-04-25,Burnley,2020
h,1.68312,2.42477,l,2021-05-03,Burnley,2020
a,1.65831,0.778074,w,2021-05-10,Burnley,2020
h,1.41338,1.85654,l,2021-05-15,Burnley,2020
h,0.837048,2.73316,l,2021-05-19,Burnley,2020
a,0.558508,0.420006,l,2021-05-23,Burnley,2020
h,1.44281,1.27062,l,2020-09-14,Brighton,2020
a,1.8766,0.520678,w,2020-09-20,Brighton,2020
h,2.97659,1.57583,l,2020-09-26,Brighton,2020
a,1.16568,2.34034,l,2020-10-03,Brighton,2020
a,1.0935,0.761169,d,2020-10-18,Brighton,2020
h,0.546807,0.295654,d,2020-10-26,Brighton,2020
a,0.324457,1.97236,l,2020-11-01,Brighton,2020
h,1.59022,0.326933,d,2020-11-06,Brighton,2020
a,1.50038,1.76514,w,2020-11-21,Brighton,2020
h,2.30722,0.28109,d,2020-11-28,Brighton,2020
h,2.03376,1.34801,l,2020-12-07,Brighton,2020
a,0.791673,1.64351,l,2020-12-13,Brighton,2020
a,0.462456,1.00448,d,2020-12-16,Brighton,2020
h,2.90097,1.03713,d,2020-12-20,Brighton,2020
a,1.50551,1.38877,d,2020-12-27,Brighton,2020
h,0.799368,1.31394,l,2020-12-29,Brighton,2020
h,2.4228,1.81856,d,2021-01-02,Brighton,2020
a,0.177084,2.90855,l,2021-01-13,Brighton,2020
a,1.14424,0.245193,w,2021-01-16,Brighton,2020
h,2.29129,0.513226,d,2021-01-27,Brighton,2020
h,1.77386,0.372524,w,2021-01-31,Brighton,2020
a,1.18977,1.09518,w,2021-02-03,Brighton,2020
a,0.612682,1.88934,d,2021-02-06,Brighton,2020
h,2.33232,0.144036,d,2021-02-13,Brighton,2020
h,2.59204,0.179886,l,2021-02-22,Brighton,2020
a,3.12111,0.687091,l,2021-02-27,Brighton,2020
h,0.75471,1.03801,l,2021-03-06,Brighton,2020
a,0.895967,1.03495,w,2021-03-14,Brighton,2020
h,0.951921,0.10094499999999999,w,2021-03-20,Brighton,2020
a,1.41071,1.73474,l,2021-04-04,Brighton,2020
h,1.16465,0.306287,d,2021-04-12,Brighton,2020
a,0.459568,0.807348,d,2021-04-20,Brighton,2020
a,2.06038,0.786324,l,2021-04-24,Brighton,2020
h,2.52542,0.510874,w,2021-05-01,Brighton,2020
a,0.27571,1.1199,l,2021-05-09,Brighton,2020
h,0.922587,1.92378,d,2021-05-15,Brighton,2020
h,1.22824,1.07139,w,2021-05-18,Brighton,2020
a,0.193968,0.772904,l,2021-05-23,Brighton,2020
h,0.126327,2.16287,l,2020-09-12,Fulham,2020
a,1.55503,1.45254,l,2020-09-19,Fulham,2020
h,0.534675,2.03222,l,2020-09-28,Fulham,2020
a,0.969393,0.89359,l,2020-10-04,Fulham,2020
a,1.35611,1.66363,d,2020-10-18,Fulham,2020
h,1.05258,2.81049,l,2020-10-24,Fulham,2020
h,1.62247,0.482685,w,2020-11-02,Fulham,2020
a,1.84922,1.42614,l,2020-11-07,Fulham,2020
h,1.87028,2.2508,l,2020-11-22,Fulham,2020
a,2.03719,1.27814,w,2020-11-30,Fulham,2020
a,0.287444,3.26328,l,2020-12-05,Fulham,2020
h,1.72509,1.82445,d,2020-12-13,Fulham,2020
h,1.00448,0.462456,d,2020-12-16,Fulham,2020
a,1.10645,1.26725,d,2020-12-19,Fulham,2020
h,0.781855,0.119709,d,2020-12-26,Fulham,2020
a,1.05329,3.14372,d,2021-01-13,Fulham,2020
h,0.46126,1.37939,l,2021-01-16,Fulham,2020
h,0.753669,1.68401,l,2021-01-20,Fulham,2020
a,0.513226,2.29129,d,2021-01-27,Fulham,2020
a,1.52044,0.994664,d,2021-01-30,Fulham,2020
h,0.731288,1.71299,l,2021-02-03,Fulham,2020
h,1.60884,0.943539,d,2021-02-06,Fulham,2020
a,2.55085,0.314075,w,2021-02-14,Fulham,2020
a,0.594471,1.20642,d,2021-02-17,Fulham,2020
h,1.21006,0.977747,w,2021-02-20,Fulham,2020
a,0.813134,0.0880148,d,2021-02-28,Fulham,2020
h,1.1715,1.5519,l,2021-03-04,Fulham,2020
a,1.37047,0.701764,w,2021-03-07,Fulham,2020
h,0.449499,2.72578,l,2021-03-13,Fulham,2020
h,1.47498,1.40706,l,2021-03-19,Fulham,2020
a,1.52172,1.52229,l,2021-04-04,Fulham,2020
h,0.733154,0.428134,l,2021-04-09,Fulham,2020
a,0.839128,2.85573,d,2021-04-18,Fulham,2020
a,0.290042,1.8433,l,2021-05-01,Fulham,2020
h,0.778074,1.65831,l,2021-05-10,Fulham,2020
a,0.875957,2.29146,l,2021-05-15,Fulham,2020
a,0.872643,0.92243,d,2021-05-18,Fulham,2020
h,0.98902,1.60157,l,2021-05-23,Fulham,2020
a,1.61307,0.949316,w,2020-09-14,Wolverhampton Wanderers,2020
h,0.727677,2.07651,l,2020-09-21,Wolverhampton Wanderers,2020
a,0.385152,3.05703,l,2020-09-27,Wolverhampton Wanderers,2020
h,0.89359,0.969393,w,2020-10-04,Wolverhampton Wanderers,2020
a,0.618191,1.08332,w,2020-10-19,Wolverhampton Wanderers,2020
h,0.758626,0.253685,d,2020-10-25,Wolverhampton Wanderers,2020
h,1.34895,0.802767,w,2020-10-30,Wolverhampton Wanderers,2020
a,0.57936,2.0545,l,2020-11-08,Wolverhampton Wanderers,2020
h,1.57479,1.0785,d,2020-11-23,Wolverhampton Wanderers,2020
a,2.0069,1.1185,w,2020-11-29,Wolverhampton Wanderers,2020
a,0.357753,1.59454,l,2020-12-06,Wolverhampton Wanderers,2020
h,1.1356,1.26872,l,2020-12-12,Wolverhampton Wanderers,2020
h,0.683783,1.56772,w,2020-12-15,Wolverhampton Wanderers,2020
a,1.45722,1.20465,l,2020-12-21,Wolverhampton Wanderers,2020
h,0.742598,0.408109,d,2020-12-27,Wolverhampton Wanderers,2020
a,0.411046,1.48207,l,2020-12-29,Wolverhampton Wanderers,2020
a,1.81856,2.4228,d,2021-01-02,Wolverhampton Wanderers,2020
h,0.852495,0.323445,l,2021-01-12,Wolverhampton Wanderers,2020
h,1.94358,2.46332,l,2021-01-16,Wolverhampton Wanderers,2020
a,0.63192,0.663324,d,2021-01-27,Wolverhampton Wanderers,2020
a,0.450907,1.36877,l,2021-01-30,Wolverhampton Wanderers,2020
h,1.56162,0.716265,w,2021-02-02,Wolverhampton Wanderers,2020
h,1.35506,0.632232,d,2021-02-07,Wolverhampton Wanderers,2020
a,1.09361,0.8536,w,2021-02-14,Wolverhampton Wanderers,2020
h,0.592049,2.4793,w,2021-02-19,Wolverhampton Wanderers,2020
a,1.27827,1.9519,d,2021-02-27,Wolverhampton Wanderers,2020
a,0.318824,3.26196,l,2021-03-02,Wolverhampton Wanderers,2020
a,2.15087,0.956392,d,2021-03-06,Wolverhampton Wanderers,2020
h,1.29175,1.0552,l,2021-03-15,Wolverhampton Wanderers,2020
h,1.95649,1.59694,l,2021-04-05,Wolverhampton Wanderers,2020
a,0.428134,0.733154,w,2021-04-09,Wolverhampton Wanderers,2020
h,1.22604,0.295925,w,2021-04-17,Wolverhampton Wanderers,2020
h,0.351673,2.24049,l,2021-04-25,Wolverhampton Wanderers,2020
a,0.844138,1.07133,d,2021-05-03,Wolverhampton Wanderers,2020
h,1.1199,0.27571,w,2021-05-09,Wolverhampton Wanderers,2020
a,1.09206,3.13947,l,2021-05-16,Wolverhampton Wanderers,2020
a,0.265526,0.670997,l,2021-05-19,Wolverhampton Wanderers,2020
h,0.701256,2.05229,l,2021-05-23,Wolverhampton Wanderers,2020
h,0.949316,1.61307,l,2020-09-14,Sheffield United,2020
a,0.849709,0.80527,l,2020-09-21,Sheffield United,2020
h,1.53278,1.46641,l,2020-09-27,Sheffield United,2020
a,0.144994,0.667131,l,2020-10-04,Sheffield United,2020
h,1.66363,1.35611,d,2020-10-18,Sheffield United,2020
a,1.39788,2.40286,l,2020-10-24,Sheffield United,2020
h,0.687544,1.89643,l,2020-10-31,Sheffield United,2020
a,0.743967,2.87622,l,2020-11-07,Sheffield United,2020
h,0.692374,2.1142,l,2020-11-22,Sheffield United,2020
a,3.36544,1.71644,l,2020-11-28,Sheffield United,2020
h,0.290743,1.3904,l,2020-12-06,Sheffield United,2020
a,0.219115,2.27973,l,2020-12-13,Sheffield United,2020
h,1.23525,1.78667,l,2020-12-17,Sheffield United,2020
a,1.03713,2.90097,d,2020-12-20,Sheffield United,2020
h,1.25106,0.568803,l,2020-12-26,Sheffield United,2020
a,0.492578,0.973831,l,2020-12-29,Sheffield United,2020
a,0.323158,0.598888,l,2021-01-02,Sheffield United,2020
h,2.01315,1.04745,w,2021-01-12,Sheffield United,2020
h,0.978133,1.28385,l,2021-01-17,Sheffield United,2020
a,0.689548,0.9931,w,2021-01-27,Sheffield United,2020
a,0.154537,1.53116,l,2021-01-30,Sheffield United,2020
h,1.35804,1.61871,w,2021-02-02,Sheffield United,2020
h,0.623045,1.64144,l,2021-02-07,Sheffield United,2020
a,0.926652,2.32735,l,2021-02-15,Sheffield United,2020
a,0.977747,1.21006,l,2021-02-20,Sheffield United,2020
h,0.777149,2.80551,l,2021-02-28,Sheffield United,2020
h,0.716254,1.44176,w,2021-03-03,Sheffield United,2020
h,0.908155,2.37386,l,2021-03-06,Sheffield United,2020
a,0.0934777,4.54571,l,2021-03-14,Sheffield United,2020
a,0.867652,2.50597,l,2021-04-03,Sheffield United,2020
h,0.315121,1.93838,l,2021-04-11,Sheffield United,2020
a,0.295925,1.22604,l,2021-04-17,Sheffield United,2020
h,0.786324,2.06038,w,2021-04-24,Sheffield United,2020
a,0.469026,2.26016,l,2021-05-02,Sheffield United,2020
h,0.639325,2.25382,l,2021-05-08,Sheffield United,2020
a,1.391,1.24609,w,2021-05-16,Sheffield United,2020
a,0.882242,1.82508,l,2021-05-19,Sheffield United,2020
h,0.420006,0.558508,w,2021-05-23,Sheffield United,2020
a,0.269813,3.15412,l,2020-09-12,Leeds,2020
h,1.45254,1.55503,w,2020-09-19,Leeds,2020
a,1.46641,1.53278,w,2020-09-27,Leeds,2020
h,2.56662,1.41533,d,2020-10-03,Leeds,2020
h,1.08332,0.618191,l,2020-10-19,Leeds,2020
a,2.37695,1.50125,w,2020-10-23,Leeds,2020
h,1.74822,3.07657,l,2020-11-02,Leeds,2020
a,0.847913,1.30169,l,2020-11-07,Leeds,2020
h,1.9617,0.710778,d,2020-11-22,Leeds,2020
a,3.11324,1.29229,w,2020-11-28,Leeds,2020
a,1.0277,4.89472,l,2020-12-05,Leeds,2020
h,1.56644,1.7851,l,2020-12-11,Leeds,2020
h,2.95137,1.44437,w,2020-12-16,Leeds,2020
a,1.63467,4.77743,l,2020-12-20,Leeds,2020
h,2.13271,1.54591,w,2020-12-27,Leeds,2020
a,1.54225,0.43551,w,2020-12-29,Leeds,2020
a,1.15626,2.5286,l,2021-01-02,Leeds,2020
h,0.245193,1.14424,l,2021-01-16,Leeds,2020
a,0.785914,1.1364,w,2021-01-26,Leeds,2020
a,1.8141,1.73432,w,2021-01-31,Leeds,2020
h,1.14303,1.91539,l,2021-02-03,Leeds,2020
h,2.64769,0.370278,w,2021-02-08,Leeds,2020
a,0.77074,2.50614,l,2021-02-14,Leeds,2020
a,2.4793,0.592049,l,2021-02-19,Leeds,2020
h,1.84753,1.47981,w,2021-02-23,Leeds,2020
h,1.00106,0.876255,l,2021-02-27,Leeds,2020
a,1.34971,2.37556,l,2021-03-08,Leeds,2020
h,0.382957,0.971054,d,2021-03-13,Leeds,2020
a,1.40706,1.47498,w,2021-03-19,Leeds,2020
h,2.50597,0.867652,w,2021-04-03,Leeds,2020
a,0.17525,1.98825,w,2021-04-10,Leeds,2020
h,2.59719,1.60043,d,2021-04-19,Leeds,2020
h,0.216834,1.11635,d,2021-04-25,Leeds,2020
a,0.510874,2.52542,l,2021-05-01,Leeds,2020
h,2.55216,1.03384,w,2021-05-08,Leeds,2020
a,1.85654,1.41338,w,2021-05-15,Leeds,2020
a,1.58132,1.3084,w,2021-05-18,Leeds,2020
h,2.49009,1.02209,w,2021-05-23,Leeds,2020
a,0.639599,2.57262,l,2019-08-10,Aston Villa,2019
h,1.65069,1.62777,l,2019-08-17,Aston Villa,2019
h,0.855926,1.25668,w,2019-08-23,Aston Villa,2019
a,0.30354,1.41394,l,2019-08-31,Aston Villa,2019
h,1.40502,0.535279,d,2019-09-16,Aston Villa,2019
a,1.71546,2.53209,l,2019-09-22,Aston Villa,2019
h,0.914266,1.66919,d,2019-09-28,Aston Villa,2019
a,3.67827,1.84838,w,2019-10-05,Aston Villa,2019
h,2.96692,1.32184,w,2019-10-19,Aston Villa,2019
a,0.980145,3.19004,l,2019-10-26,Aston Villa,2019
h,0.741615,2.38824,l,2019-11-02,Aston Villa,2019
a,0.473225,2.09891,l,2019-11-10,Aston Villa,2019
h,2.6985,0.69784,w,2019-11-25,Aston Villa,2019
a,1.29701,1.84804,d,2019-12-01,Aston Villa,2019
a,0.86086,1.9774,l,2019-12-04,Aston Villa,2019
h,1.24141,4.03286,l,2019-12-08,Aston Villa,2019
a,0.97258,1.888,l,2019-12-14,Aston Villa,2019
h,0.921054,2.63444,l,2019-12-21,Aston Villa,2019
h,0.654194,1.45005,w,2019-12-26,Aston Villa,2019
a,0.610997,3.25314,l,2019-12-28,Aston Villa,2019
a,1.74824,2.34418,w,2020-01-01,Aston Villa,2019
h,1.12565,3.75131,l,2020-01-12,Aston Villa,2019
a,1.02045,1.30028,d,2020-01-18,Aston Villa,2019
h,1.06739,1.81101,w,2020-01-21,Aston Villa,2019
a,1.40955,2.72236,l,2020-02-01,Aston Villa,2019
h,1.71313,3.86024,l,2020-02-16,Aston Villa,2019
a,0.47235,3.02926,l,2020-02-22,Aston Villa,2019
a,0.672448,2.41239,l,2020-03-09,Aston Villa,2019
h,1.00877,0.235909,d,2020-06-17,Aston Villa,2019
h,1.57223,1.14011,l,2020-06-21,Aston Villa,2019
a,1.22985,0.661808,d,2020-06-24,Aston Villa,2019
h,0.403418,0.703549,l,2020-06-27,Aston Villa,2019
a,0.689775,1.0837,l,2020-07-05,Aston Villa,2019
h,0.598873,2.86531,l,2020-07-09,Aston Villa,2019
h,1.6977,0.974181,w,2020-07-12,Aston Villa,2019
a,1.52021,0.944434,d,2020-07-16,Aston Villa,2019
h,0.57408,0.737137,w,2020-07-21,Aston Villa,2019
a,0.983594,0.781465,d,2020-07-26,Aston Villa,2019
a,1.2246,0.87159,d,2019-08-10,Everton,2019
h,0.832913,1.17279,w,2019-08-17,Everton,2019
a,1.25668,0.855926,l,2019-08-23,Everton,2019
h,1.48842,2.00172,w,2019-09-01,Everton,2019
a,1.50641,1.41542,l,2019-09-15,Everton,2019
h,1.26041,0.508011,l,2019-09-21,Everton,2019
h,2.35854,3.1082,l,2019-09-28,Everton,2019
a,1.30723,0.558912,l,2019-10-05,Everton,2019
h,2.23324,0.459112,w,2019-10-19,Everton,2019
a,1.04723,1.15279,l,2019-10-26,Everton,2019
h,1.15532,0.243393,d,2019-11-03,Everton,2019
a,2.08883,0.742281,w,2019-11-09,Everton,2019
h,0.812693,1.80849,l,2019-11-23,Everton,2019
a,1.24986,2.24348,l,2019-12-01,Everton,2019
a,1.76453,2.41397,l,2019-12-04,Everton,2019
h,2.03892,1.25734,w,2019-12-07,Everton,2019
a,0.276759,1.48327,d,2019-12-15,Everton,2019
h,0.486523,0.881818,d,2019-12-21,Everton,2019
h,1.47521,0.565252,w,2019-12-26,Everton,2019
a,2.82576,1.63211,w,2019-12-28,Everton,2019
a,0.848942,1.79757,l,2020-01-01,Everton,2019
h,2.02533,1.53324,w,2020-01-11,Everton,2019
a,1.95473,1.68436,d,2020-01-18,Everton,2019
h,2.05254,0.570931,d,2020-01-21,Everton,2019
a,2.70178,0.919248,w,2020-02-01,Everton,2019
h,2.79103,0.865323,w,2020-02-08,Everton,2019
a,2.65691,1.33567,l,2020-02-23,Everton,2019
h,2.41259,1.12561,d,2020-03-01,Everton,2019
a,0.445922,2.02883,l,2020-03-08,Everton,2019
h,0.621456,0.659123,d,2020-06-21,Everton,2019
a,0.654912,0.382813,w,2020-06-24,Everton,2019
h,1.17592,1.80384,w,2020-07-01,Everton,2019
a,0.403762,0.511828,l,2020-07-06,Everton,2019
h,0.671442,2.29684,d,2020-07-09,Everton,2019
a,0.286561,2.86724,l,2020-07-12,Everton,2019
h,0.944434,1.52021,d,2020-07-16,Everton,2019
a,0.624814,0.468461,w,2020-07-20,Everton,2019
h,1.74699,1.46461,l,2020-07-26,Everton,2019
h,1.34099,1.59864,d,2019-08-10,Bournemouth,2019
a,1.62777,1.65069,w,2019-08-17,Bournemouth,2019
h,1.89345,3.12856,l,2019-08-25,Bournemouth,2019
a,0.554726,2.23766,l,2019-08-31,Bournemouth,2019
h,1.41542,1.50641,w,2019-09-15,Bournemouth,2019
a,1.29773,2.18021,w,2019-09-20,Bournemouth,2019
h,2.31957,1.29546,d,2019-09-28,Bournemouth,2019
a,0.683967,1.24109,l,2019-10-06,Bournemouth,2019
h,0.675554,0.402873,d,2019-10-19,Bournemouth,2019
a,0.899526,0.674903,d,2019-10-26,Bournemouth,2019
h,1.86862,0.641129,w,2019-11-02,Bournemouth,2019
a,1.9213,2.3306,l,2019-11-09,Bournemouth,2019
h,0.849789,1.2765,l,2019-11-23,Bournemouth,2019
a,1.02949,2.93189,l,2019-11-30,Bournemouth,2019
a,0.342799,0.383763,l,2019-12-03,Bournemouth,2019
h,0.154608,3.04446,l,2019-12-07,Bournemouth,2019
a,1.20777,2.02119,w,2019-12-14,Bournemouth,2019
h,0.138532,0.144318,l,2019-12-21,Bournemouth,2019
h,1.55463,1.42464,d,2019-12-26,Bournemouth,2019
a,0.500726,1.05876,l,2019-12-28,Bournemouth,2019
a,0.720709,2.32825,l,2020-01-01,Bournemouth,2019
h,0.320447,2.29827,l,2020-01-12,Bournemouth,2019
a,0.558298,1.76046,l,2020-01-18,Bournemouth,2019
h,1.92315,1.97227,w,2020-01-21,Bournemouth,2019
h,2.72236,1.40955,w,2020-02-01,Bournemouth,2019
a,1.07183,2.04467,l,2020-02-09,Bournemouth,2019
a,1.75718,3.09935,l,2020-02-22,Bournemouth,2019
h,1.58495,1.98271,d,2020-02-29,Bournemouth,2019
a,1.29544,1.89453,l,2020-03-07,Bournemouth,2019
h,0.363637,0.788453,l,2020-06-20,Bournemouth,2019
a,0.0619009,0.715002,l,2020-06-24,Bournemouth,2019
h,1.27503,2.23457,l,2020-07-01,Bournemouth,2019
a,1.52161,2.63259,l,2020-07-04,Bournemouth,2019
h,0.960349,0.479274,d,2020-07-09,Bournemouth,2019
h,2.54311,1.66084,w,2020-07-12,Bournemouth,2019
a,1.66635,0.82755,l,2020-07-15,Bournemouth,2019
h,0.583117,2.24527,l,2020-07-19,Bournemouth,2019
a,1.46461,1.74699,w,2020-07-26,Bournemouth,2019
a,1.08752,0.909241,l,2019-08-10,Southampton,2019
h,2.14047,1.52022,l,2019-08-17,Southampton,2019
a,2.07795,0.997711,w,2019-08-24,Southampton,2019
h,0.769616,1.90356,d,2019-08-31,Southampton,2019
a,1.57659,1.88034,w,2019-09-14,Southampton,2019
h,2.18021,1.29773,l,2019-09-20,Southampton,2019
a,1.16256,1.19008,l,2019-09-28,Southampton,2019
h,1.27044,2.15201,l,2019-10-06,Southampton,2019
a,1.37695,0.887495,d,2019-10-19,Southampton,2019
h,0.457334,4.38046,l,2019-10-25,Southampton,2019
a,0.893889,3.36132,l,2019-11-02,Southampton,2019
h,0.742281,2.08883,l,2019-11-09,Southampton,2019
a,2.60312,1.60823,d,2019-11-23,Southampton,2019
h,1.9671,0.504005,w,2019-11-30,Southampton,2019
h,2.00232,0.896647,w,2019-12-04,Southampton,2019
a,1.89255,1.10449,l,2019-12-08,Southampton,2019
h,0.805884,0.90324,l,2019-12-14,Southampton,2019
a,2.63444,0.921054,w,2019-12-21,Southampton,2019
a,0.981321,0.859973,w,2019-12-26,Southampton,2019
h,1.47937,0.137837,d,2019-12-28,Southampton,2019
h,1.51192,1.078,w,2020-01-01,Southampton,2019
a,2.40601,0.780114,w,2020-01-11,Southampton,2019
h,0.786974,2.1772,l,2020-01-18,Southampton,2019
a,1.1306,0.674589,w,2020-01-21,Southampton,2019
a,0.716298,3.7195,l,2020-02-01,Southampton,2019
h,0.694025,0.892699,l,2020-02-15,Southampton,2019
h,3.02926,0.47235,w,2020-02-22,Southampton,2019
a,0.868573,2.78682,l,2020-02-29,Southampton,2019
h,0.348871,3.06384,l,2020-03-07,Southampton,2019
a,1.87099,0.654932,w,2020-06-19,Southampton,2019
h,0.738305,2.18595,l,2020-06-25,Southampton,2019
a,1.3364,0.365347,w,2020-06-28,Southampton,2019
h,0.628765,3.39575,w,2020-07-05,Southampton,2019
a,2.29684,0.671442,d,2020-07-09,Southampton,2019
a,1.8051,1.5033,d,2020-07-13,Southampton,2019
h,2.33745,0.67264,d,2020-07-16,Southampton,2019
a,2.24527,0.583117,w,2020-07-19,Southampton,2019
h,1.64306,1.41051,w,2020-07-26,Southampton,2019
h,0.543759,0.812949,d,2019-08-11,Leicester,2019
a,0.947941,1.22629,d,2019-08-18,Leicester,2019
a,0.704879,0.654318,w,2019-08-24,Leicester,2019
h,2.23766,0.554726,w,2019-08-31,Leicester,2019
a,0.459141,1.10019,l,2019-09-14,Leicester,2019
h,1.28752,1.33735,w,2019-09-21,Leicester,2019
h,1.82438,0.054134,w,2019-09-29,Leicester,2019
a,0.0982107,3.74867,l,2019-10-05,Leicester,2019
h,0.8291,1.79569,w,2019-10-19,Leicester,2019
a,4.38046,0.457334,w,2019-10-25,Leicester,2019
a,0.981167,0.44291,w,2019-11-03,Leicester,2019
h,1.37055,0.961339,w,2019-11-09,Leicester,2019
